s1_t;s1_v;s1_data;s2_t;s2_v;s2_data;s3_t;s3_v;s3_data;s4_t;s4_v;s4_data;DT_RowId;id;unique_id;monster;originID;monster_n;originName;ancient;efficiency;set;slot;grade;level;m_t;m_v;i_t;i_v;locked;sub_res;sub_cdmg;sub_atkf;sub_acc;sub_atkp;sub_defp;sub_deff;sub_hpp;sub_hpf;sub_spd;sub_crate;quality;max_efficiency
"HP flat";306;{"enchanted":false,"gvalue":0};"RES";17;{"enchanted":false,"gvalue":0};"HP%";8;{"enchanted":false,"gvalue":0};"SPD";16;{"enchanted":false,"gvalue":0};"row_70";70;72298835513;0;0;"Inventory";"Inventory";false;84.46;"Swift";6;6;12;"ACC";48;"DEF%";5;0;17;"-";"-";"-";"-";"-";"-";8;306;16;"-";"Legend";84.46
"SPD";12;{"enchanted":false,"gvalue":0};"HP%";15;{"enchanted":false,"gvalue":0};"DEF%";10;{"enchanted":false,"gvalue":0};"RES";4;{"enchanted":false,"gvalue":0};"row_71";71;72308729485;0;0;"Inventory";"Inventory";false;77.68;"Swift";6;6;12;"ACC";48;"ATK flat";10;0;4;"-";"-";"-";"-";10;"-";15;"-";12;"-";"Hero";77.68
"ATK%";7;{"enchanted":false,"gvalue":0};"CRate";20;{"enchanted":false,"gvalue":0};"SPD";6;{"enchanted":false,"gvalue":0};"HP%";7;{"enchanted":false,"gvalue":0};"row_72";72;72374693798;0;0;"Inventory";"Inventory";false;81.13;"Swift";6;6;12;"ACC";48;"ATK flat";11;0;"-";"-";"-";"-";7;"-";"-";7;"-";6;20;"Hero";81.13
"ATK%";5;{"enchanted":false,"gvalue":0};"SPD";14;{"enchanted":false,"gvalue":0};"DEF%";11;{"enchanted":false,"gvalue":0};"HP%";13;{"enchanted":false,"gvalue":0};"row_73";73;72409927498;0;0;"Inventory";"Inventory";false;81.45;"Swift";6;6;12;"ACC";48;"HP flat";333;0;"-";"-";"-";"-";5;11;"-";13;"-";14;"-";"Legend";81.45
"SPD";5;{"enchanted":false,"gvalue":0};"CRate";20;{"enchanted":false,"gvalue":0};"DEF%";5;{"enchanted":false,"gvalue":0};"HP%";11;{"enchanted":true,"gvalue":0};"row_74";74;72730754385;0;0;"Inventory";"Inventory";false;86.01;"Swift";6;6;12;"ACC";48;"ATK%";7;0;"-";"-";"-";"-";"-";5;"-";11;"-";5;20;"Hero";86.01
"DEF%";8;{"enchanted":false,"gvalue":0};"CDmg";7;{"enchanted":false,"gvalue":0};"SPD";20;{"enchanted":false,"gvalue":0};"DEF flat";19;{"enchanted":false,"gvalue":0};"row_75";75;72806402203;0;0;"Inventory";"Inventory";false;77.2;"Swift";6;6;12;"HP%";47;"";0;0;"-";7;"-";"-";"-";8;19;"-";"-";20;"-";"Hero";77.2
"ATK flat";15;{"enchanted":false,"gvalue":0};"SPD";22;{"enchanted":false,"gvalue":0};"RES";7;{"enchanted":false,"gvalue":0};"DEF flat";13;{"enchanted":false,"gvalue":0};"row_76";76;73253340811;0;0;"Inventory";"Inventory";false;76.22;"Swift";6;6;12;"DEF%";47;"HP flat";322;0;7;"-";15;"-";"-";"-";13;"-";"-";22;"-";"Hero";76.22
"SPD";21;{"enchanted":false,"gvalue":0};"ATK%";7;{"enchanted":false,"gvalue":0};"CRate";5;{"enchanted":false,"gvalue":0};"CDmg";5;{"enchanted":false,"gvalue":0};"row_77";77;73345219314;0;0;"Inventory";"Inventory";false;78.02;"Swift";6;6;12;"DEF%";47;"";0;0;"-";5;"-";"-";7;"-";"-";"-";"-";21;5;"Hero";78.02
"CDmg";7;{"enchanted":false,"gvalue":0};"ATK%";25;{"enchanted":false,"gvalue":5};"CRate";11;{"enchanted":false,"gvalue":0};"SPD";10;{"enchanted":true,"gvalue":3};"row_78";78;51542206389;0;0;"Inventory";"Inventory";false;91.71;"Blade";1;6;15;"ATK flat";160;"HP flat";161;0;"-";7;"-";"-";25;"-";"-";"-";"-";10;11;"Hero";91.71
"CRate";17;{"enchanted":false,"gvalue":0};"SPD";11;{"enchanted":false,"gvalue":0};"ATK%";7;{"enchanted":false,"gvalue":0};"CDmg";6;{"enchanted":false,"gvalue":0};"row_79";79;72298835485;0;0;"Inventory";"Inventory";false;86.78;"Blade";1;6;12;"ATK flat";118;"HP%";6;0;"-";6;"-";"-";7;"-";"-";"-";"-";11;17;"Hero";86.78
"ATK%";21;{"enchanted":false,"gvalue":0};"SPD";12;{"enchanted":false,"gvalue":0};"CRate";4;{"enchanted":false,"gvalue":0};"HP%";13;{"enchanted":false,"gvalue":0};"row_80";80;72334070257;0;0;"Inventory";"Inventory";false;85.12;"Blade";1;6;12;"ATK flat";118;"";0;0;"-";"-";"-";"-";21;"-";"-";13;"-";12;4;"Legend";85.12
"SPD";11;{"enchanted":false,"gvalue":0};"CRate";15;{"enchanted":false,"gvalue":0};"HP%";7;{"enchanted":false,"gvalue":0};"ATK%";8;{"enchanted":false,"gvalue":0};"row_81";81;72376987487;0;0;"Inventory";"Inventory";false;86.18;"Blade";1;6;12;"ATK flat";118;"CDmg";6;0;"-";"-";"-";"-";8;"-";"-";7;"-";11;15;"Hero";86.18
"SPD";10;{"enchanted":false,"gvalue":0};"ATK%";10;{"enchanted":false,"gvalue":0};"CDmg";20;{"enchanted":false,"gvalue":0};"HP%";8;{"enchanted":false,"gvalue":0};"row_82";82;72602872163;0;0;"Inventory";"Inventory";false;91.24;"Blade";1;6;12;"ATK flat";118;"ACC";8;0;"-";20;"-";"-";10;"-";"-";8;"-";10;"-";"Legend";91.24
"SPD";6;{"enchanted":false,"gvalue":0};"CRate";21;{"enchanted":false,"gvalue":0};"CDmg";8;{"enchanted":true,"gvalue":0};"HP%";8;{"enchanted":false,"gvalue":0};"row_83";83;72636490577;0;0;"Inventory";"Inventory";false;89.41;"Blade";1;6;12;"ATK flat";118;"ATK%";7;0;"-";8;"-";"-";"-";"-";"-";8;"-";6;21;"Hero";89.41
"HP%";7;{"enchanted":false,"gvalue":0};"ATK%";30;{"enchanted":false,"gvalue":0};"SPD";6;{"enchanted":false,"gvalue":0};"CRate";7;{"enchanted":true,"gvalue":0};"row_84";84;72636490632;0;0;"Inventory";"Inventory";false;91.37;"Blade";1;6;12;"ATK flat";118;"CDmg";7;0;"-";"-";"-";"-";30;"-";"-";7;"-";6;7;"Hero";91.37
"CRate";5;{"enchanted":false,"gvalue":0};"ATK%";18;{"enchanted":true,"gvalue":7};"CDmg";11;{"enchanted":false,"gvalue":0};"SPD";21;{"enchanted":false,"gvalue":0};"row_85";85;72721142053;0;0;"Inventory";"Inventory";false;93.96;"Blade";1;6;12;"ATK flat";118;"";0;0;"-";11;"-";"-";18;"-";"-";"-";"-";21;5;"Legend";93.96
"CDmg";11;{"enchanted":false,"gvalue":0};"HP%";7;{"enchanted":false,"gvalue":0};"SPD";22;{"enchanted":false,"gvalue":0};"RES";8;{"enchanted":false,"gvalue":0};"row_86";86;72759967639;0;0;"Inventory";"Inventory";false;90.99;"Blade";1;6;12;"ATK flat";118;"ATK%";5;0;8;11;"-";"-";"-";"-";"-";7;"-";22;"-";"Legend";90.99
"SPD";12;{"enchanted":false,"gvalue":0};"ATK%";21;{"enchanted":false,"gvalue":0};"CRate";5;{"enchanted":false,"gvalue":0};"HP%";8;{"enchanted":false,"gvalue":0};"row_87";87;73300037366;0;0;"Inventory";"Inventory";false;87.97;"Blade";1;6;12;"ATK flat";118;"CDmg";6;0;"-";"-";"-";"-";21;"-";"-";8;"-";12;5;"Hero";87.97
"CDmg";7;{"enchanted":true,"gvalue":0};"DEF%";20;{"enchanted":false,"gvalue":6};"HP%";29;{"enchanted":false,"gvalue":6};"CRate";6;{"enchanted":false,"gvalue":0};"row_88";88;59940814144;0;0;"Inventory";"Inventory";false;98.51;"Blade";2;6;15;"ATK%";63;"SPD";4;0;"-";7;"-";"-";"-";20;"-";29;"-";"-";6;"Hero";98.51
"SPD";15;{"enchanted":false,"gvalue":0};"HP flat";948;{"enchanted":false,"gvalue":412};"DEF%";11;{"enchanted":false,"gvalue":5};"HP%";16;{"enchanted":true,"gvalue":5};"row_89";89;59945171080;0;0;"Inventory";"Inventory";false;93.85;"Blade";2;6;15;"ATK%";63;"ACC";8;0;"-";"-";"-";"-";"-";11;"-";16;948;15;"-";"Hero";93.85
"HP%";23;{"enchanted":false,"gvalue":0};"CDmg";12;{"enchanted":false,"gvalue":0};"SPD";8;{"enchanted":false,"gvalue":0};"ATK flat";14;{"enchanted":false,"gvalue":0};"row_90";90;63153775541;0;0;"Inventory";"Inventory";false;87.66;"Blade";2;6;12;"ATK%";47;"RES";8;0;"-";12;14;"-";"-";"-";"-";23;"-";8;"-";"Legend";87.66
"DEF%";13;{"enchanted":false,"gvalue":0};"CRate";10;{"enchanted":false,"gvalue":0};"SPD";15;{"enchanted":false,"gvalue":0};"ACC";5;{"enchanted":false,"gvalue":0};"row_91";91;68824638913;0;0;"Inventory";"Inventory";false;88.69;"Blade";2;6;12;"ATK%";47;"CDmg";7;0;"-";"-";"-";5;"-";13;"-";"-";"-";15;10;"Legend";88.69
"HP%";25;{"enchanted":false,"gvalue":0};"SPD";11;{"enchanted":false,"gvalue":0};"DEF flat";15;{"enchanted":false,"gvalue":0};"CDmg";5;{"enchanted":false,"gvalue":0};"row_92";92;72602254040;0;0;"Inventory";"Inventory";false;85.16;"Blade";2;6;12;"DEF%";47;"ATK%";7;0;"-";5;"-";"-";"-";"-";15;25;"-";11;"-";"Legend";85.16
"CRate";23;{"enchanted":false,"gvalue":0};"CDmg";8;{"enchanted":true,"gvalue":0};"DEF%";6;{"enchanted":false,"gvalue":0};"ACC";6;{"enchanted":false,"gvalue":0};"row_93";93;72730754388;0;0;"Inventory";"Inventory";false;81.97;"Blade";2;6;12;"ATK%";47;"";0;0;"-";8;"-";6;"-";6;"-";"-";"-";"-";23;"Hero";81.97
"HP flat";263;{"enchanted":false,"gvalue":0};"ATK%";26;{"enchanted":false,"gvalue":0};"CRate";6;{"enchanted":false,"gvalue":0};"CDmg";8;{"enchanted":true,"gvalue":0};"row_94";94;72753939488;0;0;"Inventory";"Inventory";false;76.74;"Blade";2;6;12;"SPD";31;"";0;0;"-";8;"-";"-";26;"-";"-";"-";263;"-";6;"Hero";76.74
"CDmg";5;{"enchanted":false,"gvalue":0};"DEF%";14;{"enchanted":false,"gvalue":0};"CRate";16;{"enchanted":false,"gvalue":0};"HP%";15;{"enchanted":false,"gvalue":0};"row_95";95;72836342910;0;0;"Inventory";"Inventory";false;89.33;"Blade";2;6;12;"ATK%";47;"RES";4;0;"-";5;"-";"-";"-";14;"-";15;"-";"-";16;"Legend";89.33
"CDmg";17;{"enchanted":false,"gvalue":0};"ATK%";21;{"enchanted":false,"gvalue":0};"RES";4;{"enchanted":false,"gvalue":0};"HP flat";148;{"enchanted":false,"gvalue":0};"row_96";96;73196393175;0;0;"Inventory";"Inventory";false;83.04;"Blade";2;6;12;"SPD";31;"HP%";7;0;4;17;"-";"-";21;"-";"-";"-";148;"-";"-";"Legend";83.04
"CRate";14;{"enchanted":false,"gvalue":0};"SPD";15;{"enchanted":false,"gvalue":4};"HP%";5;{"enchanted":false,"gvalue":0};"CDmg";7;{"enchanted":true,"gvalue":0};"row_97";97;59811930441;0;0;"Inventory";"Inventory";false;81.85;"Blade";3;6;12;"DEF flat";118;"";0;0;"-";7;"-";"-";"-";"-";"-";5;"-";15;14;"Hero";81.85
"SPD";11;{"enchanted":false,"gvalue":0};"DEF%";21;{"enchanted":false,"gvalue":0};"RES";8;{"enchanted":false,"gvalue":0};"ACC";6;{"enchanted":false,"gvalue":0};"row_98";98;72278251187;0;0;"Inventory";"Inventory";false;87.2;"Blade";3;6;12;"DEF flat";118;"CRate";6;0;8;"-";"-";6;"-";21;"-";"-";"-";11;"-";"Hero";87.2
"DEF%";8;{"enchanted":false,"gvalue":0};"SPD";12;{"enchanted":false,"gvalue":0};"RES";18;{"enchanted":false,"gvalue":0};"HP%";6;{"enchanted":false,"gvalue":0};"row_99";99;72319669605;0;0;"Inventory";"Inventory";false;85.71;"Blade";3;6;12;"DEF flat";118;"ACC";8;0;18;"-";"-";"-";"-";8;"-";6;"-";12;"-";"Hero";85.71
"HP%";8;{"enchanted":false,"gvalue":0};"CDmg";16;{"enchanted":false,"gvalue":0};"CRate";5;{"enchanted":true,"gvalue":0};"SPD";15;{"enchanted":false,"gvalue":0};"row_100";100;72636490789;0;0;"Inventory";"Inventory";false;88.35;"Blade";3;6;12;"DEF flat";118;"DEF%";6;0;"-";16;"-";"-";"-";"-";"-";8;"-";15;5;"Legend";88.35
"SPD";16;{"enchanted":false,"gvalue":0};"HP%";11;{"enchanted":true,"gvalue":0};"DEF%";16;{"enchanted":false,"gvalue":0};"CRate";6;{"enchanted":false,"gvalue":0};"row_101";101;72655327638;0;0;"Inventory";"Inventory";false;91.37;"Blade";3;6;12;"DEF flat";118;"RES";6;0;"-";"-";"-";"-";"-";16;"-";11;"-";16;6;"Legend";91.37
"CDmg";14;{"enchanted":false,"gvalue":0};"DEF%";8;{"enchanted":false,"gvalue":0};"SPD";16;{"enchanted":false,"gvalue":0};"CRate";6;{"enchanted":true,"gvalue":0};"row_102";102;72721142025;0;0;"Inventory";"Inventory";false;88.69;"Blade";3;6;12;"DEF flat";118;"ACC";6;0;"-";14;"-";"-";"-";8;"-";"-";"-";16;6;"Hero";88.69
"DEF%";24;{"enchanted":false,"gvalue":0};"CRate";10;{"enchanted":false,"gvalue":0};"HP%";11;{"enchanted":true,"gvalue":0};"SPD";6;{"enchanted":false,"gvalue":0};"row_103";103;72730754380;0;0;"Inventory";"Inventory";false;93.15;"Blade";3;6;12;"DEF flat";118;"CDmg";7;0;"-";"-";"-";"-";"-";24;"-";11;"-";6;10;"Hero";93.15
"CRate";12;{"enchanted":false,"gvalue":0};"SPD";12;{"enchanted":false,"gvalue":0};"CDmg";14;{"enchanted":false,"gvalue":0};"RES";6;{"enchanted":false,"gvalue":0};"row_104";104;72748657235;0;0;"Inventory";"Inventory";false;89.29;"Blade";3;6;12;"DEF flat";118;"DEF%";6;0;6;14;"-";"-";"-";"-";"-";"-";"-";12;12;"Hero";89.29
"CRate";10;{"enchanted":false,"gvalue":0};"SPD";16;{"enchanted":false,"gvalue":0};"HP flat";276;{"enchanted":false,"gvalue":0};"DEF%";15;{"enchanted":false,"gvalue":0};"row_105";105;72816072652;0;0;"Inventory";"Inventory";false;88.05;"Blade";3;6;12;"DEF flat";118;"RES";6;0;"-";"-";"-";"-";"-";15;"-";"-";276;16;10;"Legend";88.05
"CRate";11;{"enchanted":false,"gvalue":0};"SPD";17;{"enchanted":false,"gvalue":0};"DEF%";15;{"enchanted":false,"gvalue":0};"CDmg";5;{"enchanted":false,"gvalue":0};"row_106";106;72965168202;0;0;"Inventory";"Inventory";false;87.54;"Blade";3;6;12;"DEF flat";118;"";0;0;"-";5;"-";"-";"-";15;"-";"-";"-";17;11;"Legend";87.54
"HP flat";232;{"enchanted":false,"gvalue":0};"SPD";17;{"enchanted":false,"gvalue":0};"ATK%";8;{"enchanted":false,"gvalue":0};"ACC";18;{"enchanted":false,"gvalue":0};"row_107";107;72343556732;0;0;"Inventory";"Inventory";false;84.05;"Blade";4;6;12;"HP%";47;"ATK flat";15;0;"-";"-";"-";18;8;"-";"-";"-";232;17;"-";"Legend";84.05
"SPD";5;{"enchanted":false,"gvalue":0};"HP%";29;{"enchanted":false,"gvalue":0};"ACC";5;{"enchanted":false,"gvalue":0};"ATK%";12;{"enchanted":false,"gvalue":0};"row_108";108;72371626236;0;0;"Inventory";"Inventory";false;86.31;"Blade";4;6;12;"CDmg";59;"DEF flat";20;0;"-";"-";"-";5;12;"-";"-";29;"-";5;"-";"Legend";86.31
"CDmg";9;{"enchanted":false,"gvalue":0};"CRate";9;{"enchanted":false,"gvalue":0};"DEF%";13;{"enchanted":false,"gvalue":0};"SPD";11;{"enchanted":false,"gvalue":0};"row_109";109;72410329956;0;0;"Inventory";"Inventory";false;86.56;"Blade";4;6;12;"HP%";47;"RES";7;0;"-";9;"-";"-";"-";13;"-";"-";"-";11;9;"Legend";86.56
"RES";9;{"enchanted":false,"gvalue":0};"CRate";20;{"enchanted":false,"gvalue":0};"DEF flat";17;{"enchanted":false,"gvalue":0};"ATK%";5;{"enchanted":false,"gvalue":0};"row_110";110;72419037399;0;0;"Inventory";"Inventory";false;75.06;"Blade";4;6;12;"CDmg";59;"";0;0;9;"-";"-";"-";5;"-";17;"-";"-";"-";20;"Legend";75.06
"ATK%";8;{"enchanted":false,"gvalue":0};"RES";8;{"enchanted":false,"gvalue":0};"SPD";18;{"enchanted":false,"gvalue":0};"DEF%";5;{"enchanted":false,"gvalue":0};"row_111";111;72775748012;0;0;"Inventory";"Inventory";false;78.04;"Blade";4;6;12;"CDmg";59;"ATK flat";12;0;8;"-";"-";"-";8;5;"-";"-";"-";18;"-";"Hero";78.04
"ATK%";20;{"enchanted":false,"gvalue":4};"CRate";9;{"enchanted":false,"gvalue":0};"CDmg";13;{"enchanted":false,"gvalue":0};"SPD";12;{"enchanted":false,"gvalue":2};"row_112";112;51571566221;0;0;"Inventory";"Inventory";false;93.98;"Blade";5;6;12;"HP flat";1800;"DEF flat";12;0;"-";13;"-";"-";20;"-";"-";"-";"-";12;9;"Legend";93.98
"SPD";18;{"enchanted":false,"gvalue":3};"CDmg";11;{"enchanted":false,"gvalue":0};"ATK flat";35;{"enchanted":false,"gvalue":22};"CRate";6;{"enchanted":true,"gvalue":0};"row_113";113;51232028945;0;0;"Inventory";"Inventory";false;81.76;"Blade";6;6;15;"ATK%";63;"";0;0;"-";11;35;"-";"-";"-";"-";"-";"-";18;6;"Hero";81.76
"CDmg";17;{"enchanted":false,"gvalue":0};"CRate";10;{"enchanted":false,"gvalue":0};"SPD";6;{"enchanted":false,"gvalue":0};"DEF%";5;{"enchanted":false,"gvalue":0};"row_114";114;68603433920;0;0;"Inventory";"Inventory";false;78.36;"Blade";6;6;12;"ACC";48;"DEF flat";10;0;"-";17;"-";"-";"-";5;"-";"-";"-";6;10;"Hero";78.36
"SPD";11;{"enchanted":false,"gvalue":0};"CRate";8;{"enchanted":false,"gvalue":0};"HP%";12;{"enchanted":false,"gvalue":0};"DEF%";8;{"enchanted":false,"gvalue":0};"row_115";115;72224526694;0;0;"Inventory";"Inventory";false;83.33;"Blade";6;6;12;"ACC";48;"CDmg";7;0;"-";"-";"-";"-";"-";8;"-";12;"-";11;8;"Hero";83.33
"HP%";8;{"enchanted":false,"gvalue":0};"CDmg";8;{"enchanted":true,"gvalue":0};"CRate";19;{"enchanted":false,"gvalue":0};"ACC";6;{"enchanted":false,"gvalue":0};"row_116";116;72337219385;0;0;"Inventory";"Inventory";false;79;"Blade";6;6;12;"ATK%";47;"";0;0;"-";8;"-";6;"-";"-";"-";8;"-";"-";19;"Hero";79
"SPD";23;{"enchanted":false,"gvalue":0};"RES";13;{"enchanted":false,"gvalue":0};"HP flat";355;{"enchanted":false,"gvalue":0};"DEF flat";16;{"enchanted":false,"gvalue":0};"row_117";117;72353766736;0;0;"Inventory";"Inventory";false;88.08;"Blade";6;6;12;"HP%";47;"DEF%";8;0;13;"-";"-";"-";"-";"-";16;"-";355;23;"-";"Legend";88.08
"SPD";15;{"enchanted":false,"gvalue":0};"CDmg";11;{"enchanted":false,"gvalue":0};"HP%";11;{"enchanted":false,"gvalue":0};"ATK flat";14;{"enchanted":false,"gvalue":0};"row_118";118;72693150338;0;0;"Inventory";"Inventory";false;84.26;"Blade";6;6;12;"DEF%";47;"ATK%";8;0;"-";11;14;"-";"-";"-";"-";11;"-";15;"-";"Legend";84.26
"ACC";12;{"enchanted":false,"gvalue":0};"DEF flat";12;{"enchanted":false,"gvalue":0};"CDmg";7;{"enchanted":false,"gvalue":0};"CRate";21;{"enchanted":false,"gvalue":0};"row_119";119;72748666548;0;0;"Inventory";"Inventory";false;80.71;"Blade";6;6;12;"ATK%";47;"";0;0;"-";7;"-";12;"-";"-";12;"-";"-";"-";21;"Legend";80.71
"HP%";20;{"enchanted":false,"gvalue":0};"RES";9;{"enchanted":true,"gvalue":0};"SPD";12;{"enchanted":false,"gvalue":0};"HP flat";214;{"enchanted":false,"gvalue":0};"row_120";120;72779283671;0;0;"Inventory";"Inventory";false;81.5;"Blade";6;6;12;"DEF%";47;"ACC";4;0;9;"-";"-";"-";"-";"-";"-";20;214;12;"-";"Hero";81.5
"HP%";15;{"enchanted":false,"gvalue":0};"CDmg";5;{"enchanted":false,"gvalue":0};"SPD";22;{"enchanted":false,"gvalue":0};"ACC";7;{"enchanted":false,"gvalue":0};"row_121";121;73059898184;0;0;"Inventory";"Inventory";false;89.84;"Blade";6;6;12;"ATK%";47;"HP flat";335;0;"-";5;"-";7;"-";"-";"-";15;"-";22;"-";"Legend";89.84
"SPD";10;{"enchanted":false,"gvalue":0};"CRate";16;{"enchanted":false,"gvalue":0};"ATK%";14;{"enchanted":false,"gvalue":0};"RES";4;{"enchanted":false,"gvalue":0};"row_122";122;72788098465;0;0;"Inventory";"Inventory";false;85.36;"Rage";1;6;12;"ATK flat";118;"HP flat";275;0;4;"-";"-";"-";14;"-";"-";"-";"-";10;16;"Legend";85.36
"HP flat";177;{"enchanted":false,"gvalue":0};"CRate";4;{"enchanted":false,"gvalue":0};"SPD";28;{"enchanted":false,"gvalue":4};"ACC";7;{"enchanted":false,"gvalue":0};"row_123";123;60492696366;0;0;"Inventory";"Inventory";false;81.75;"Rage";1;6;12;"ATK flat";118;"";0;0;"-";"-";"-";7;"-";"-";"-";"-";177;28;4;"Hero";81.75
"SPD";8;{"enchanted":true,"gvalue":0};"HP%";14;{"enchanted":false,"gvalue":0};"CRate";16;{"enchanted":false,"gvalue":0};"CDmg";13;{"enchanted":false,"gvalue":0};"row_124";124;72509529672;0;0;"Inventory";"Inventory";false;90.05;"Rage";2;6;12;"DEF%";47;"";0;0;"-";13;"-";"-";"-";"-";"-";14;"-";8;16;"Legend";90.05
"SPD";26;{"enchanted":false,"gvalue":4};"ACC";8;{"enchanted":false,"gvalue":0};"CDmg";7;{"enchanted":false,"gvalue":0};"CRate";6;{"enchanted":false,"gvalue":0};"row_125";125;62282407240;0;0;"Inventory";"Inventory";false;88.1;"Rage";4;6;15;"ATK%";63;"";0;0;"-";7;"-";8;"-";"-";"-";"-";"-";26;6;"Hero";88.1
"CDmg";7;{"enchanted":false,"gvalue":0};"CRate";16;{"enchanted":false,"gvalue":0};"SPD";8;{"enchanted":true,"gvalue":0};"DEF%";6;{"enchanted":false,"gvalue":0};"row_126";126;72464519058;0;0;"Inventory";"Inventory";false;76.79;"Rage";6;6;15;"ATK%";63;"";0;0;"-";7;"-";"-";"-";6;"-";"-";"-";8;16;"Legend";76.79
"CRate";4;{"enchanted":false,"gvalue":0};"CDmg";4;{"enchanted":false,"gvalue":0};"RES";5;{"enchanted":false,"gvalue":0};"SPD";26;{"enchanted":false,"gvalue":0};"row_127";127;72885746700;0;0;"Inventory";"Inventory";false;79.97;"Focus";1;6;12;"ATK flat";118;"";0;0;5;4;"-";"-";"-";"-";"-";"-";"-";26;4;"Legend";79.97
"CDmg";23;{"enchanted":false,"gvalue":0};"CRate";7;{"enchanted":true,"gvalue":0};"SPD";11;{"enchanted":false,"gvalue":0};"DEF%";12;{"enchanted":false,"gvalue":6};"row_128";128;60499337316;0;0;"Inventory";"Inventory";false;91.33;"Focus";2;6;12;"ATK%";47;"";0;0;"-";23;"-";"-";"-";12;"-";"-";"-";11;7;"Legend";91.33
"ACC";4;{"enchanted":false,"gvalue":0};"DEF%";12;{"enchanted":false,"gvalue":6};"CRate";25;{"enchanted":false,"gvalue":0};"CDmg";8;{"enchanted":true,"gvalue":0};"row_129";129;61714527904;0;0;"Inventory";"Inventory";false;87.93;"Focus";3;6;12;"DEF flat";118;"";0;0;"-";8;"-";4;"-";12;"-";"-";"-";"-";25;"Legend";87.93
"ACC";4;{"enchanted":false,"gvalue":0};"DEF%";5;{"enchanted":false,"gvalue":0};"HP%";5;{"enchanted":false,"gvalue":0};"SPD";31;{"enchanted":false,"gvalue":5};"row_130";130;72655485898;0;0;"Inventory";"Inventory";false;85.12;"Focus";3;6;12;"DEF flat";118;"";0;0;"-";"-";"-";4;"-";5;"-";5;"-";31;"-";"Legend";85.12
"HP flat";354;{"enchanted":false,"gvalue":0};"SPD";6;{"enchanted":false,"gvalue":0};"DEF%";19;{"enchanted":false,"gvalue":0};"CDmg";17;{"enchanted":false,"gvalue":0};"row_131";131;72319310104;0;0;"Inventory";"Inventory";false;85.9;"Focus";4;6;12;"CRate";43;"ATK%";6;0;"-";17;"-";"-";"-";19;"-";"-";354;6;"-";"Legend";85.9
"CRate";11;{"enchanted":false,"gvalue":0};"CDmg";14;{"enchanted":false,"gvalue":0};"SPD";11;{"enchanted":false,"gvalue":0};"DEF%";6;{"enchanted":false,"gvalue":0};"row_132";132;72430899462;0;0;"Inventory";"Inventory";false;81.55;"Focus";5;6;12;"HP flat";1800;"";0;0;"-";14;"-";"-";"-";6;"-";"-";"-";11;11;"Hero";81.55
"CRate";16;{"enchanted":false,"gvalue":0};"SPD";11;{"enchanted":false,"gvalue":0};"CDmg";6;{"enchanted":false,"gvalue":0};"HP%";8;{"enchanted":false,"gvalue":0};"row_133";133;72391705328;0;0;"Inventory";"Inventory";false;87.37;"Endure";1;6;12;"ATK flat";118;"ACC";7;0;"-";6;"-";"-";"-";"-";"-";8;"-";11;16;"Hero";87.37
"ATK%";27;{"enchanted":false,"gvalue":0};"CDmg";12;{"enchanted":false,"gvalue":0};"CRate";7;{"enchanted":true,"gvalue":0};"HP%";5;{"enchanted":false,"gvalue":0};"row_134";134;72656188313;0;0;"Inventory";"Inventory";false;87.45;"Endure";1;6;12;"ATK flat";118;"HP flat";272;0;"-";12;"-";"-";27;"-";"-";5;"-";"-";7;"Legend";87.45
"CRate";10;{"enchanted":false,"gvalue":0};"ATK%";8;{"enchanted":false,"gvalue":0};"SPD";28;{"enchanted":false,"gvalue":5};"HP flat";204;{"enchanted":false,"gvalue":0};"row_135";135;72730967009;0;0;"Inventory";"Inventory";false;95.4;"Endure";1;6;12;"ATK flat";118;"HP%";6;0;"-";"-";"-";"-";8;"-";"-";"-";204;28;10;"Legend";95.4
"HP flat";190;{"enchanted":false,"gvalue":0};"HP%";20;{"enchanted":false,"gvalue":4};"DEF%";11;{"enchanted":false,"gvalue":5};"SPD";25;{"enchanted":false,"gvalue":4};"row_136";136;61005320256;0;0;"Inventory";"Inventory";false;94.96;"Endure";2;6;12;"ATK%";47;"";0;0;"-";"-";"-";"-";"-";11;"-";20;190;25;"-";"Legend";94.96
"HP flat";253;{"enchanted":false,"gvalue":0};"RES";14;{"enchanted":false,"gvalue":0};"CRate";17;{"enchanted":false,"gvalue":0};"CDmg";14;{"enchanted":false,"gvalue":0};"row_137";137;60443384204;0;0;"Inventory";"Inventory";false;90.5;"Endure";3;6;12;"DEF flat";118;"ACC";6;0;14;14;"-";"-";"-";"-";"-";"-";253;"-";17;"Legend";90.5
"CRate";11;{"enchanted":false,"gvalue":0};"DEF%";19;{"enchanted":false,"gvalue":0};"SPD";12;{"enchanted":false,"gvalue":0};"ATK%";5;{"enchanted":false,"gvalue":0};"row_138";138;72731196141;0;0;"Inventory";"Inventory";false;91.67;"Endure";5;6;12;"HP flat";1800;"CDmg";7;0;"-";"-";"-";"-";5;19;"-";"-";"-";12;11;"Legend";91.67
